Age,Gender,Sleep_Duration,Stress_Level,Diet_Type,Daily_Screen_Time,Exercise_Frequency,Caffeine_Intake,Reaction_Time,Memory_Test_Score,Cognitive_Score,Stress_Exercise_Interaction
59,1,7.1,3,2,9.9,0,189,366.33,52,49.51,0
49,1,4.8,7,1,5.5,0,408,308.44,62,53.78,0
21,1,4.0,8,1,2.0,0,208,285.08,62,63.33,0
47,1,5.0,6,1,6.4,1,409,351.66,51,52.11,6
28,1,8.1,3,0,3.2,1,379,236.72,52,89.37,3
59,2,6.5,7,1,4.2,1,415,492.96,64,39.24,7
36,2,5.3,5,1,2.4,1,83,491.41,79,57.94,5
35,1,8.0,8,1,1.8,0,51,407.11,70,58.43,0
22,1,4.4,4,1,1.4,0,177,251.22,68,82.29,0
55,1,4.7,10,0,5.6,0,217,525.82,64,16.02,0
36,0,9.6,2,0,11.1,1,404,582.71,79,37.85,2
37,2,6.0,9,1,1.3,1,180,594.94,55,21.79,9
19,1,9.1,9,1,8.3,2,85,408.54,95,75.46,18
36,1,8.0,9,1,10.9,1,128,212.66,88,92.65,9
54,1,9.4,9,1,3.4,1,234,368.43,77,73.12,9
28,0,8.6,3,0,2.2,0,203,586.22,71,36.64,0
30,0,5.4,10,2,5.2,1,137,488.66,95,51.32,10
37,1,8.0,7,0,1.3,1,331,321.45,49,69.36,7
59,0,6.3,2,1,1.0,2,306,373.45,73,85.24,4
59,1,7.9,4,0,2.1,1,173,380.69,75,80.24,4
19,1,7.0,10,0,2.2,0,375,573.63,90,27.6,0
26,0,5.9,4,0,2.5,0,73,503.43,69,44.18,0
24,1,9.0,10,0,8.8,0,344,463.99,54,22.59,0
21,0,7.3,1,0,4.5,0,418,423.38,61,52.43,0
19,0,8.6,1,1,9.7,2,358,226.4,83,100.0,2
40,0,6.7,2,1,9.6,1,340,290.99,89,89.2,2
18,1,9.9,5,1,9.5,1,431,499.36,57,37.2,5
22,1,7.3,2,0,6.0,0,401,271.84,66,76.27,0
49,1,8.4,4,1,4.5,0,450,262.05,79,83.87,0
36,0,6.7,6,0,3.5,0,477,424.54,66,43.85,0
48,0,8.8,2,1,2.4,0,399,519.25,48,34.48,0
21,0,9.7,3,1,7.5,1,294,335.27,61,75.89,3
24,1,8.6,4,0,6.3,1,6,207.01,49,94.63,4
49,1,8.4,3,0,10.0,1,386,321.17,81,80.05,3
50,1,7.6,4,1,6.0,0,486,464.2,74,43.11,0
23,0,9.7,7,1,1.1,2,8,440.52,41,60.67,14
51,0,8.3,4,0,5.3,0,427,564.49,87,36.53,0
32,0,4.2,9,0,1.0,2,263,345.84,44,58.0,18
45,0,5.9,10,1,11.4,1,444,414.24,66,34.78,10
33,1,7.2,8,1,11.2,2,207,334.95,85,74.14,16
38,0,8.2,6,0,10.9,0,321,267.66,76,70.02,0
39,0,7.2,3,1,5.9,0,10,437.65,64,53.41,0
50,2,9.0,9,0,8.3,1,46,354.86,53,58.99,9
52,1,9.4,3,1,3.9,1,216,484.18,56,54.93,3
42,1,4.3,6,1,7.8,2,462,474.44,90,51.59,12
57,0,6.4,8,0,11.0,1,60,518.44,97,46.19,8
43,0,8.8,1,0,3.3,1,45,278.15,53,94.89,1
36,1,4.2,9,1,1.8,1,112,444.91,76,54.31,9
37,0,5.3,4,0,11.9,2,291,448.97,94,61.1,8
47,0,4.1,3,1,9.4,1,362,265.66,83,83.08,3
59,0,8.4,4,1,1.4,0,303,219.69,49,83.52,0
53,1,7.1,10,2,7.7,0,242,428.27,81,41.93,0
37,0,8.5,4,1,8.2,0,346,207.89,47,73.63,0
58,1,8.0,10,1,5.9,0,340,409.98,52,33.02,0
39,1,6.8,3,0,2.1,1,57,395.73,56,70.35,3
54,1,9.6,5,1,8.1,1,170,236.96,42,80.16,5
44,1,5.0,4,2,6.7,2,374,304.15,48,67.78,8
49,0,7.9,7,1,5.9,0,117,403.49,87,61.86,0
39,0,9.6,5,0,2.6,0,101,397.7,88,76.0,0
25,0,9.0,3,1,1.9,0,216,301.25,66,82.62,0
29,1,5.6,5,1,3.5,2,431,396.62,64,63.23,10
42,0,5.0,5,1,9.4,0,343,391.29,91,54.32,0
35,0,7.3,3,0,8.4,2,425,408.36,70,64.44,6
18,1,4.0,7,2,1.6,0,188,347.3,55,52.46,0
49,0,7.7,1,2,10.5,1,427,281.55,71,82.68,1
19,1,4.7,8,2,4.3,0,464,268.4,77,66.44,0
53,1,7.1,9,1,11.0,2,466,208.24,94,92.67,18
39,0,6.8,6,1,8.3,0,228,416.35,70,45.2,0
33,0,4.4,5,1,4.1,2,449,426.96,54,49.51,10
45,1,6.3,9,1,12.0,1,14,309.96,88,73.66,9
53,0,6.3,9,1,4.2,0,304,489.27,56,23.67,0
33,1,8.6,10,0,10.4,0,77,242.31,84,76.68,0
52,2,7.5,10,0,11.3,1,483,582.02,95,23.89,10
50,2,9.5,8,0,3.3,0,184,472.95,54,37.54,0
42,1,8.2,10,2,11.9,0,368,322.83,72,48.38,0
56,0,9.8,9,0,9.0,1,137,594.64,85,33.75,9
29,0,5.4,5,1,10.2,0,409,489.09,55,18.3,0
33,1,9.2,7,2,7.9,2,466,508.74,57,36.94,14
53,1,7.5,5,1,5.1,0,403,428.04,49,37.45,0
50,1,4.3,7,0,4.4,2,265,466.43,59,44.46,14
58,1,5.1,5,1,5.8,1,94,420.28,46,47.57,5
53,2,7.8,6,1,3.1,1,92,498.57,88,63.01,6
53,0,7.0,3,1,8.0,1,141,265.31,84,95.96,3
45,0,9.6,8,1,4.0,1,72,579.63,64,36.16,8
51,1,10.0,5,1,4.3,2,120,221.3,83,100.0,10
33,0,4.1,5,1,8.5,2,158,379.56,87,72.53,10
46,0,5.1,3,0,5.1,1,233,487.32,95,63.17,3
46,0,7.3,7,1,6.2,0,322,387.63,86,58.26,0
41,1,9.6,7,1,7.4,1,281,512.14,67,41.62,7
40,1,9.9,9,1,9.6,2,68,209.49,63,92.63,18
34,0,5.5,5,1,10.6,2,119,489.1,65,43.7,10
21,0,5.3,9,1,10.9,0,296,522.88,95,25.68,0
40,0,5.0,5,1,2.2,0,472,374.21,51,45.39,0
39,1,4.3,3,1,1.4,1,60,252.21,50,87.26,3
55,0,7.7,9,0,9.0,0,152,302.63,46,48.42,0
44,2,7.0,4,1,8.3,1,408,253.03,96,96.22,4
47,1,4.9,8,1,1.0,0,292,538.98,69,26.13,0
39,1,4.3,5,2,10.9,0,6,366.81,80,56.0,0
23,0,5.2,4,0,2.3,0,63,241.35,76,90.46,0
44,1,8.2,4,0,6.0,0,135,285.65,99,93.59,0
39,1,4.5,5,1,9.1,1,150,529.65,50,24.08,5
30,1,4.5,1,1,11.8,1,330,303.76,83,78.57,1
41,0,6.3,7,1,7.6,1,242,272.07,97,90.51,7
50,1,5.5,1,1,9.4,2,62,475.01,93,70.99,2
47,1,9.4,7,0,4.4,1,452,339.36,60,67.6,7
39,0,7.4,7,1,2.7,2,338,433.94,88,71.67,14
24,0,8.4,1,0,7.3,0,198,569.19,85,42.52,0
26,0,5.0,9,0,1.1,2,425,508.77,81,47.56,18
49,0,6.2,10,0,8.8,0,188,587.25,67,6.06,0
52,1,8.3,1,1,10.2,2,270,526.17,66,49.21,2
34,0,6.4,6,1,1.6,2,401,505.82,64,48.08,12
39,1,9.4,3,0,3.2,0,241,563.1,44,26.33,0
43,1,9.7,3,0,10.8,1,294,440.29,46,45.94,3
49,0,8.3,1,0,2.2,1,286,436.85,80,77.77,1
46,0,6.5,5,2,1.3,2,241,443.78,85,74.77,10
54,1,9.9,3,1,1.1,2,157,363.78,45,80.88,6
53,0,4.7,6,0,8.2,1,160,539.48,83,38.49,6
59,1,8.5,5,1,5.5,1,381,330.7,45,63.51,5
27,1,4.4,3,1,9.0,0,321,564.75,67,17.25,0
40,1,7.5,6,1,2.8,0,161,226.1,96,100.0,0
22,0,4.1,5,1,6.2,1,86,396.01,73,62.68,5
28,0,8.2,7,0,7.5,0,358,397.66,58,41.71,0
29,0,4.6,6,1,4.9,0,251,556.27,69,21.62,0
37,0,7.0,5,1,9.2,2,78,200.76,59,94.68,10
27,0,6.0,1,0,4.4,2,146,480.16,70,65.45,2
43,0,5.9,3,1,3.3,2,441,313.59,60,79.77,6
29,0,5.9,9,2,2.4,1,499,518.31,48,22.84,9
59,0,9.9,4,1,2.0,2,304,248.73,79,100.0,8
42,1,6.8,4,1,2.0,2,386,410.69,82,77.43,8
25,1,4.1,6,1,2.0,1,386,294.75,55,68.86,6
37,1,6.4,6,1,5.0,1,213,230.28,75,93.16,6
27,1,4.5,5,1,6.4,2,153,410.35,54,54.95,10
42,0,9.2,9,1,8.0,1,469,544.66,58,22.24,9
47,0,9.8,9,0,9.4,1,66,516.66,92,51.07,9
29,0,5.0,6,1,1.2,1,234,493.39,40,34.29,6
25,0,8.9,5,1,2.5,2,275,367.25,47,70.84,10
40,0,8.5,1,0,1.5,2,229,539.88,42,49.19,2
34,0,8.0,5,1,4.3,2,423,332.25,69,80.22,10
21,1,8.5,3,1,11.3,1,155,241.3,74,92.73,3
18,1,10.0,3,1,12.0,0,4,360.9,74,67.77,0
54,1,6.5,3,1,4.2,0,30,542.75,75,42.14,0
56,1,4.3,2,0,8.8,2,464,271.76,77,85.33,4
25,1,6.1,5,1,4.6,2,160,374.91,88,83.61,10
50,0,8.8,5,1,2.8,1,172,311.8,89,97.49,5
54,1,4.2,2,1,11.9,1,349,592.48,96,33.82,2
56,2,8.6,3,0,9.3,1,298,524.5,40,28.87,3
52,1,9.7,7,0,1.7,1,332,375.38,65,71.15,7
42,1,4.6,3,2,1.2,0,401,348.7,97,78.76,0
46,1,8.4,9,1,5.6,1,269,391.88,64,56.71,9
57,0,7.2,7,1,1.6,1,462,373.99,85,73.93,7
45,0,9.1,6,1,2.4,1,285,324.4,88,91.83,6
52,1,4.3,5,1,1.5,0,329,475.92,94,52.45,0
20,1,4.4,1,1,10.7,0,78,273.05,94,85.68,0
19,0,4.6,3,0,9.3,0,307,533.98,84,31.11,0
33,0,8.5,4,1,11.5,2,139,469.04,65,53.3,8
50,1,8.5,6,1,9.4,0,252,338.4,73,60.96,0
24,0,9.5,6,1,5.7,2,52,325.05,52,79.23,12
40,1,9.5,1,0,1.2,1,20,465.92,80,82.15,1
48,0,6.7,8,0,10.7,1,194,529.47,83,35.72,8
35,0,4.1,7,0,4.6,0,427,216.69,65,70.14,0
37,1,9.9,2,0,1.8,2,118,279.39,54,100.0,4
25,0,4.8,7,1,1.2,2,439,570.23,43,21.48,14
47,1,6.8,4,1,4.7,1,33,305.27,76,90.01,4
30,1,9.5,1,1,1.7,0,12,354.21,80,90.18,0
55,1,8.7,4,1,6.8,1,228,597.79,43,21.51,4
47,1,8.1,8,0,1.9,0,276,563.15,91,38.47,0
37,1,8.6,10,0,11.5,2,310,517.96,99,46.92,20
27,2,4.9,7,1,4.4,2,110,265.5,84,94.75,14
45,0,4.9,3,1,11.2,0,3,218.98,68,79.44,0
36,0,9.6,6,1,4.1,0,54,573.27,96,47.42,0
19,0,7.7,6,0,6.4,0,342,530.57,66,26.53,0
44,1,7.8,6,0,6.8,1,297,540.65,41,22.85,6
30,1,5.2,2,0,3.1,0,56,350.78,55,64.67,0
29,1,6.4,6,1,10.2,1,287,519.77,46,21.13,6
49,0,6.1,10,1,2.7,1,369,559.0,81,33.1,10
34,0,9.2,7,1,9.6,0,87,290.54,55,62.34,0
57,1,5.7,2,1,1.5,0,66,459.35,92,68.27,0
55,1,9.2,7,1,8.7,0,499,343.58,99,68.61,0
38,1,8.7,7,1,8.0,1,343,388.55,89,69.28,7
50,1,8.4,1,0,8.4,2,177,205.84,64,100.0,2
41,0,7.2,6,1,4.1,2,296,349.87,40,62.02,12
33,1,6.4,1,1,6.2,0,181,566.93,89,42.89,0
20,1,7.9,5,1,2.9,0,272,262.43,74,84.27,0
40,1,8.1,9,1,3.5,1,16,447.89,96,70.98,9
35,0,8.1,6,0,9.4,0,96,481.71,93,49.4,0
27,1,4.8,7,1,9.8,2,494,454.26,95,52.81,14
49,1,8.2,8,1,6.3,0,293,307.63,92,74.82,0
30,0,8.0,5,0,8.8,1,111,318.73,97,90.96,5
36,1,4.2,10,1,3.4,0,157,395.64,74,46.22,0
49,1,6.3,10,1,10.3,0,76,394.0,85,47.46,0
56,0,5.3,3,1,11.0,2,64,544.45,91,51.58,6
30,1,5.0,3,2,5.0,1,267,306.02,91,90.66,3
26,1,7.8,7,1,4.3,0,341,453.6,63,39.23,0
29,0,4.1,8,1,10.8,1,209,577.4,40,0.59,8
23,0,5.0,3,1,6.3,1,452,537.51,45,23.43,3
37,0,6.2,8,1,3.7,2,81,333.7,59,73.11,16
59,1,6.9,4,2,6.5,0,206,426.84,88,59.79,0
37,1,5.2,2,0,1.4,0,458,565.31,84,37.92,0
25,0,7.5,4,1,4.7,0,222,524.98,53,29.51,0
26,0,8.2,1,1,5.2,2,187,493.67,46,53.58,2
21,1,9.5,2,0,10.7,0,291,454.24,96,60.42,0
38,1,6.6,8,1,11.0,0,82,490.23,64,24.36,0
25,0,6.0,9,1,11.3,1,68,334.55,54,51.93,9
52,1,6.5,4,0,7.7,0,292,319.07,97,77.93,0
38,0,9.1,9,1,10.5,0,8,548.39,98,36.89,0
59,0,5.4,6,0,2.0,1,247,449.18,66,54.0,6
43,1,6.3,10,1,7.8,0,232,451.95,87,39.44,0
23,1,8.7,4,0,1.5,0,113,326.85,70,80.42,0
22,1,9.6,8,0,8.8,0,220,238.75,88,84.81,0
43,0,9.7,9,0,4.2,1,206,509.61,93,57.54,9
44,0,4.3,4,1,8.8,1,358,525.27,96,45.69,4
35,1,8.2,1,0,2.6,0,485,365.13,77,73.45,0
54,1,8.4,9,0,1.4,2,400,307.44,51,72.96,18
38,0,6.5,10,0,4.3,1,346,249.95,84,84.97,10
33,1,9.8,8,1,8.6,0,74,354.9,53,51.57,0
50,0,5.3,8,1,10.1,0,24,254.96,56,59.48,0
57,0,8.6,1,0,11.1,2,207,233.47,86,100.0,2
19,0,7.2,7,2,8.9,0,222,378.16,96,62.58,0
45,1,5.1,5,1,9.8,1,294,594.24,78,24.58,5
21,0,6.9,6,1,7.6,2,58,433.33,88,71.02,12
37,1,7.9,4,0,11.0,1,89,312.0,63,74.02,4
39,1,9.6,6,1,11.8,1,337,276.36,95,89.2,6
36,1,8.9,4,0,1.7,0,113,373.25,67,71.28,0
47,0,4.8,8,1,10.6,1,146,436.49,56,35.03,8
52,0,4.1,8,1,7.8,1,271,457.26,86,46.87,8
22,0,6.0,6,0,8.8,0,233,404.03,65,42.3,0
21,1,7.8,2,1,5.8,0,369,226.57,81,93.26,0
32,0,5.7,6,1,8.7,1,489,334.86,97,74.26,6
41,1,9.1,7,1,4.1,1,95,286.56,69,87.89,7
50,0,7.8,3,1,2.6,2,301,503.71,91,71.23,6
27,0,6.1,6,1,3.3,0,78,435.39,73,52.62,0
52,1,4.2,1,2,11.6,0,307,268.78,95,80.56,0
54,1,4.1,6,0,9.1,0,226,372.68,54,37.92,0
49,0,4.7,9,0,9.7,1,495,558.64,84,20.84,9
33,0,8.2,2,1,2.9,0,424,361.59,50,59.31,0
30,0,9.2,6,1,2.9,0,293,391.19,78,64.99,0
34,1,4.4,9,1,7.0,2,404,238.78,45,64.92,18
22,1,5.8,3,1,8.2,0,481,309.51,79,66.59,0
25,0,8.9,9,1,7.3,0,183,278.53,58,62.77,0
43,1,4.6,1,1,5.2,0,473,425.27,85,56.56,0
29,0,5.2,8,2,7.0,1,247,401.92,90,61.97,8
55,0,5.4,7,0,2.6,1,440,483.93,96,56.45,7
56,0,4.4,2,2,9.6,1,111,362.82,56,60.71,2
42,0,8.8,7,0,6.0,0,327,462.87,55,33.42,0
52,0,8.1,9,1,5.2,0,303,440.0,98,55.01,0
22,1,9.5,3,2,10.2,0,200,314.84,92,82.23,0
30,1,5.6,3,2,9.3,2,396,553.46,50,26.09,6
55,1,9.8,8,1,3.3,1,61,564.61,80,48.33,8
47,0,6.3,8,0,8.6,1,32,408.64,92,65.95,8
30,0,9.4,6,0,6.3,1,158,349.07,68,75.01,6
32,1,6.4,2,2,7.8,1,497,317.67,83,80.72,2
36,1,5.1,4,2,1.4,0,37,532.69,91,51.08,0
55,1,9.9,3,1,5.4,0,273,477.82,84,57.6,0
55,1,5.8,4,1,2.8,1,170,534.88,74,48.85,4
59,0,9.4,2,1,1.2,0,152,494.06,51,48.12,0
49,0,7.7,5,0,8.8,1,445,202.35,73,91.08,5
52,1,4.7,2,0,5.8,1,408,481.14,56,41.35,2
37,0,4.7,3,1,3.4,0,86,468.91,73,49.93,0
37,1,9.5,7,1,6.5,1,395,310.88,45,63.04,7
30,1,5.9,4,1,5.7,1,464,259.02,51,73.3,4
43,0,6.4,4,1,7.2,2,184,520.19,62,44.62,8
34,1,7.0,4,1,4.5,0,31,503.57,92,55.7,0
47,1,8.6,10,0,3.9,1,482,587.1,67,22.36,10
21,1,6.8,6,0,9.7,0,470,387.58,85,50.55,0
25,1,4.4,7,0,5.7,0,36,251.05,80,78.69,0
26,1,7.2,9,2,6.5,1,183,541.49,47,21.24,9
39,0,7.9,5,1,11.4,1,492,335.1,46,51.01,5
29,0,9.0,5,0,11.1,0,380,387.39,53,40.68,0
36,0,6.6,2,1,11.9,1,39,418.33,98,74.85,2
50,1,7.2,5,1,2.4,0,360,459.58,46,35.0,0
21,1,4.8,4,0,9.9,1,425,473.12,72,40.4,4
19,1,8.6,2,1,6.2,1,384,369.2,66,72.69,2
24,1,4.2,1,1,4.6,0,353,215.73,88,95.48,0
20,1,6.7,7,1,7.8,1,266,231.51,61,79.29,7
25,0,9.1,2,1,4.1,1,438,578.51,65,40.37,2
26,1,8.4,10,1,8.4,0,310,491.47,62,22.09,0
38,0,7.8,6,1,9.7,2,418,311.84,57,67.22,12
38,0,8.6,8,0,10.2,1,326,238.34,61,75.16,8
49,1,6.1,1,0,11.5,1,420,261.2,72,82.02,1
18,1,5.0,5,1,3.8,0,86,336.76,60,61.45,0
39,0,7.5,6,1,6.5,1,259,567.85,61,28.93,6
19,1,9.7,4,1,3.7,1,419,449.96,94,74.48,4
26,0,8.7,2,0,10.2,0,83,485.38,64,42.54,0
56,1,7.2,9,1,9.0,2,83,591.44,69,27.17,18
32,0,8.9,5,1,2.7,1,409,316.14,43,69.38,5
33,1,4.8,3,1,3.6,2,123,523.11,48,42.56,6
27,0,10.0,7,2,7.9,0,371,292.68,69,67.45,0
26,0,5.0,4,2,4.3,2,244,396.37,60,64.61,8
33,1,7.5,10,1,3.3,1,191,264.72,43,68.61,10
29,2,7.5,3,0,8.6,2,76,510.45,58,48.5,6
59,2,7.7,2,0,10.5,1,214,431.36,62,55.48,2
38,1,8.8,8,1,3.3,2,446,488.23,66,49.36,16
47,0,8.9,8,0,7.1,0,10,448.89,46,34.14,0
44,0,7.2,8,1,3.8,0,397,245.48,43,60.35,0
30,0,9.7,7,1,11.9,0,126,599.01,74,17.2,0
45,0,7.9,9,1,8.5,0,37,514.47,99,43.06,0
40,1,6.8,4,1,11.4,0,251,320.07,51,50.63,0
44,0,9.8,2,1,7.7,0,319,459.77,62,47.04,0
39,0,8.7,6,1,5.6,1,77,232.45,68,95.72,6
30,1,5.8,5,1,4.2,1,400,262.03,56,76.63,5
58,1,7.1,3,1,2.4,0,143,578.81,76,38.27,0
48,0,4.6,6,0,8.8,2,254,361.75,60,58.63,12
41,0,8.3,6,2,3.3,1,155,516.77,45,37.92,6
34,1,4.9,10,0,6.5,1,319,454.87,74,39.86,10
59,0,6.7,6,0,9.5,2,435,492.25,72,42.41,12
32,0,9.9,9,2,10.3,0,202,260.24,67,67.44,0
57,0,9.8,6,1,6.4,1,311,200.9,67,96.8,6
33,1,4.8,7,1,5.1,2,448,204.59,68,88.89,14
24,0,4.6,2,1,11.1,1,135,270.01,80,85.85,2
31,0,4.0,3,1,4.0,1,209,334.79,88,85.02,3
52,0,4.8,10,1,1.0,1,6,304.42,67,75.74,10
40,1,6.3,3,0,1.0,2,25,552.74,95,69.98,6
27,0,8.8,4,0,5.3,0,182,374.27,70,65.63,0
18,0,4.8,3,1,2.6,0,330,490.43,68,40.36,0
28,0,5.5,5,1,1.6,1,246,250.04,70,92.01,5
58,0,9.9,5,0,4.7,2,285,399.87,90,85.4,10
21,1,4.2,2,1,7.5,0,244,479.57,83,44.84,0
54,0,8.3,3,1,5.3,0,39,222.35,55,87.31,0
36,1,8.6,3,0,11.5,2,471,552.3,82,43.48,6
55,0,5.6,8,1,9.0,1,197,431.64,89,55.32,8
40,1,5.6,5,1,7.5,2,238,571.72,78,38.9,10
41,1,8.1,10,1,7.3,2,353,555.04,41,16.18,20
30,1,6.8,6,0,6.0,1,131,473.73,60,46.03,6
49,1,5.1,8,2,6.1,0,73,367.98,81,57.76,0
18,2,5.2,4,0,3.3,1,323,329.72,59,70.54,4
39,0,7.0,4,1,1.3,0,157,235.36,55,84.18,0
55,0,4.5,1,1,4.5,1,256,464.36,96,70.74,1
49,1,8.2,9,0,1.8,1,418,226.84,76,92.53,9
59,0,4.4,8,0,7.1,1,340,537.24,64,22.81,8
56,0,8.5,2,1,9.0,0,477,512.55,81,40.04,0
56,1,6.6,9,0,5.3,0,311,389.42,71,46.63,0
30,1,4.0,4,0,1.8,0,414,458.18,89,52.16,0
53,1,5.1,4,1,3.4,2,209,207.67,41,88.81,8
38,1,5.6,10,0,3.9,0,438,465.83,90,38.95,0
33,1,6.6,6,1,11.0,1,467,459.22,55,31.32,6
26,0,9.1,2,0,10.3,1,257,468.93,76,58.46,2
21,1,7.7,5,1,11.4,2,95,313.08,88,88.22,10
42,0,7.5,2,0,10.0,2,162,229.84,72,100.0,4
33,0,5.4,2,0,6.3,2,269,223.89,50,89.66,4
27,0,5.4,10,2,4.1,0,112,434.93,75,42.42,0
27,1,4.6,2,0,6.1,0,25,290.52,56,70.13,0
48,1,7.7,7,0,10.8,1,469,512.66,59,24.88,7
42,1,5.5,4,1,5.9,1,366,297.2,67,75.8,4
26,0,5.3,5,0,8.5,1,106,420.84,88,64.59,5
45,1,7.6,8,1,8.9,0,137,239.84,47,61.64,0
31,1,6.3,9,0,3.3,0,320,297.82,87,72.11,0
22,1,6.0,2,1,6.7,0,455,407.27,84,57.97,0
55,1,7.7,1,0,5.2,1,331,518.9,56,45.5,1
27,0,4.5,8,2,1.4,2,256,586.71,59,27.49,16
55,1,6.2,10,1,5.7,1,114,408.71,47,41.95,10
45,1,4.5,10,1,6.2,1,136,316.77,41,49.69,10
27,2,6.1,2,2,7.4,1,384,215.44,78,97.51,2
50,1,7.4,9,1,11.4,1,338,587.41,75,17.54,9
37,1,7.5,1,1,11.5,0,497,551.76,58,17.85,0
48,1,9.7,1,0,5.0,1,279,307.76,77,96.53,1
24,1,9.5,10,2,11.1,1,98,277.26,61,69.68,10
44,1,7.4,9,1,1.8,0,272,255.29,62,72.11,0
25,1,4.9,2,1,8.9,1,115,593.13,48,20.29,2
31,1,6.4,4,1,4.8,1,348,555.06,45,25.63,4
25,1,8.9,7,1,2.6,0,156,459.86,46,38.14,0
20,0,8.8,9,1,10.8,2,130,454.41,61,45.56,18
21,0,8.3,5,1,9.6,1,134,336.96,61,68.86,5
37,0,8.9,2,1,11.5,1,70,392.06,51,60.31,2
30,0,8.4,3,0,6.3,1,257,583.65,95,51.44,3
23,0,4.7,5,0,6.4,1,110,327.17,68,72.07,5
21,1,4.1,6,1,4.8,0,441,536.91,88,29.7,0
38,1,8.1,4,0,5.9,0,245,490.34,54,34.73,0
39,0,9.0,2,1,7.0,1,62,236.43,70,100.0,2
36,1,7.4,8,1,7.0,1,51,485.7,94,58.33,8
40,0,5.6,4,0,8.6,1,301,531.9,65,33.13,4
34,1,6.1,10,1,2.1,0,448,571.3,80,19.87,0
21,0,9.0,8,1,9.2,2,170,501.77,54,38.17,16
49,0,4.2,7,1,8.3,2,169,533.92,40,19.58,14
46,0,4.1,5,1,4.4,2,40,361.8,62,71.5,10
48,0,7.5,6,1,11.2,1,293,585.06,51,13.33,6
38,1,7.6,4,1,2.6,2,149,505.03,93,72.65,8
27,1,7.4,3,1,4.1,1,180,575.45,49,32.64,3
58,1,4.3,10,0,6.1,0,382,597.53,59,0.0,0
54,0,4.3,1,0,9.9,1,287,395.42,96,73.11,1
27,0,7.8,4,2,1.7,1,329,341.25,69,81.1,4
53,0,9.2,9,1,2.8,0,45,205.98,98,100.0,0
45,0,5.7,9,2,11.3,1,424,427.97,40,21.64,9
37,0,4.3,4,1,11.3,0,455,332.88,44,36.07,0
40,1,9.0,3,1,3.4,1,99,499.82,63,58.12,3
21,1,8.6,8,1,7.9,0,469,505.87,51,16.16,0
43,1,4.3,8,1,6.6,1,219,232.73,79,84.03,8
39,0,6.3,10,0,11.9,1,459,449.72,62,26.62,10
45,0,6.1,10,1,8.6,2,203,225.29,80,87.69,20
26,2,9.6,6,1,2.5,1,286,500.33,49,43.84,6
38,0,8.1,1,0,5.4,1,238,481.59,65,58.58,1
22,0,6.7,2,2,2.8,1,214,227.4,77,100.0,2
37,0,8.0,6,1,6.9,0,174,328.48,48,54.42,0
58,0,8.2,8,1,8.3,1,484,223.43,83,87.53,8
35,1,8.1,3,0,6.8,0,402,380.41,77,62.06,0
49,1,8.6,2,1,9.0,2,113,507.06,52,48.93,4
42,1,6.6,5,1,7.2,1,44,250.9,47,78.2,5
57,1,6.8,9,2,4.3,0,496,249.98,72,68.57,0
21,1,5.6,3,1,1.4,2,24,480.18,90,77.59,6
30,2,8.2,6,0,11.7,1,194,409.81,76,57.67,6
21,1,6.7,2,0,8.4,0,169,225.89,72,86.77,0
43,1,4.4,3,0,8.1,0,205,204.07,88,91.54,0
18,1,5.1,10,1,3.4,0,277,367.48,63,44.81,0
31,1,9.3,9,1,8.4,2,203,208.09,44,81.26,18
33,0,6.6,6,0,7.5,1,14,539.34,40,24.78,6
51,1,9.4,8,1,8.0,0,396,425.02,92,53.04,0
22,1,9.1,9,1,6.5,1,288,272.97,43,65.69,9
48,1,8.2,10,1,3.9,1,94,387.27,40,49.12,10
59,1,4.4,4,1,2.6,0,381,541.36,48,18.05,0
34,0,7.9,5,0,9.1,0,313,357.06,57,49.88,0
42,1,5.4,6,2,8.7,0,442,462.84,61,25.27,0
45,0,8.1,4,1,5.3,0,126,506.69,71,43.78,0
34,0,4.4,3,1,4.1,2,163,581.66,77,44.95,6
57,1,9.4,7,1,6.2,1,37,245.16,72,94.9,7
39,1,8.0,8,0,3.1,0,33,358.15,82,71.0,0
37,0,9.0,6,1,11.5,1,70,480.16,95,59.82,6
58,0,5.3,5,1,10.9,0,73,371.7,93,62.34,0
34,1,6.3,8,1,8.7,0,220,345.2,43,38.12,0
21,1,5.7,7,1,8.5,1,489,478.39,84,42.14,7
28,1,6.8,1,1,11.0,1,102,558.67,81,45.45,1
56,0,5.2,5,0,8.8,0,361,564.36,50,5.92,0
31,1,9.1,2,1,6.3,1,249,274.02,62,90.1,2
49,1,5.9,7,1,4.3,1,318,554.58,87,41.06,7
34,1,6.0,4,1,11.7,0,408,218.85,73,73.32,0
44,0,6.8,2,1,7.7,1,161,278.83,57,81.86,2
39,0,8.6,1,1,8.1,0,275,219.34,57,84.49,0
57,1,7.9,6,1,1.3,1,290,300.7,47,74.43,6
19,0,5.9,9,2,6.0,1,495,551.66,57,16.46,9
58,1,7.9,3,0,7.7,0,359,429.65,80,54.46,0
31,1,4.2,7,1,6.6,1,193,233.45,59,76.23,7
55,0,7.8,10,1,7.5,2,343,420.74,64,49.37,20
20,0,5.4,5,1,10.4,1,200,582.51,86,32.12,5
53,0,5.1,5,0,7.6,0,153,425.86,81,50.26,0
56,1,6.5,10,1,3.0,2,165,526.04,85,50.03,20
23,0,5.7,7,2,7.1,1,185,477.47,99,57.97,7
